sample_id,reference,hypothesis,reference_norm,hypothesis_norm,wer,category
fleurs-1801,honkonqun siluetini yaradan binaların düzülüşünü viktoria limanının suları ilə ortaya çıxan cazibədar parıltılı bir histoqram ilə müqayisə etmək olar, Hong Kongun silüvetini yaradan binaların üzülüşünü Victoria limanının suları ilə ortaya çıxanca azibələr barıltılı bir istogram ilə müqayisə etmək olar.,honkonqun siluetini yaradan binaların düzülüşünü viktoria limanının suları ilə ortaya çıxan cazibədar parıltılı bir histoqram ilə müqayisə etmək olar, hong kongun silüvetini yaradan binaların üzülüşünü victoria limanının suları ilə ortaya çıxanca azibələr barıltılı bir istogram ilə müqayisə etmək olar ,0.4737,
fleurs-1881,hər hansı bir məktəb ekskursiyasını virtual olaraq paylaşmaq bu ekskursiyanı əks etdirmək və gələcək dərslərdə təcrübələrimizi bölüşmək üçün əla yoldur," Hər hansı bir məktəb ekskursiyasını virtuallaraq paylarmaq, bu ekskursiyanı əksəttirmək və gələcək dərslərdə təcrübələrimizi bölüşmək üçün əla yoldur.",hər hansı bir məktəb ekskursiyasını virtual olaraq paylaşmaq bu ekskursiyanı əks etdirmək və gələcək dərslərdə təcrübələrimizi bölüşmək üçün əla yoldur, hər hansı bir məktəb ekskursiyasını virtuallaraq paylarmaq bu ekskursiyanı əksəttirmək və gələcək dərslərdə təcrübələrimizi bölüşmək üçün əla yoldur ,0.25,
fleurs-1784,qrenlandiyada əhali seyrək yerləşib. norveç dastanlarında deyilir ki kürən erik adam öldürdüyü üçün i̇slandiyadan sürgün edilərkən qərbə doğru yol alır və burada qrenlandiyanı kəşf edərək onu belə adlandırır," Qrınlandiyada əhali seyrək eyləşib, Norveç taslanlarında deyilir ki, küren Ərik adam öldürdüyü üçün İslandiyadan sürgün edilərkən qərəbə doğru yol alır və burada Qrınlandiyanı keşf edərək onu belə adlandırır.",qrenlandiyada əhali seyrək yerləşib norveç dastanlarında deyilir ki kürən erik adam öldürdüyü üçün i slandiyadan sürgün edilərkən qərbə doğru yol alır və burada qrenlandiyanı kəşf edərək onu belə adlandırır, qrınlandiyada əhali seyrək eyləşib norveç taslanlarında deyilir ki küren ərik adam öldürdüyü üçün i slandiyadan sürgün edilərkən qərəbə doğru yol alır və burada qrınlandiyanı keşf edərək onu belə adlandırır ,0.2759,
fleurs-1927,anqel 2006 izah edir ki bütöv mühit yanaşmasından şirkətlərin işini daha yüksək səviyyəyə çatdırmasına kömək edəcək bir metod kimi istifadə olunur," Amq el 2000 altı izah edir ki, bütün mühit yanaşmasından şirkətlərin işini daha yüksə seviyə çatdırmasına kömək edəcək bir metod kim istifadə olunur.",anqel 2006 izah edir ki bütöv mühit yanaşmasından şirkətlərin işini daha yüksək səviyyəyə çatdırmasına kömək edəcək bir metod kimi istifadə olunur, amq el 2000 altı izah edir ki bütün mühit yanaşmasından şirkətlərin işini daha yüksə seviyə çatdırmasına kömək edəcək bir metod kim istifadə olunur ,0.381,
fleurs-1807,i̇talyan dili əyalətdə işləyənlərin əksəriyyəti tərəfindən gündəlik istifadə olunan dildir latın dili isə adətən dini mərasimlərdə istifadə olunur, İtalyan dili əyalətdə işləyinələk isiriyyəti tərəfindən günlərlik istifadə olunan dildir. Latın dili isə adətən deyini mərasimlərdə istifadə olunur.,i talyan dili əyalətdə işləyənlərin əksəriyyəti tərəfindən gündəlik istifadə olunan dildir latın dili isə adətən dini mərasimlərdə istifadə olunur, i talyan dili əyalətdə işləyinələk isiriyyəti tərəfindən günlərlik istifadə olunan dildir latın dili isə adətən deyini mərasimlərdə istifadə olunur ,0.2105,
fleurs-1734,alimlər bu qənaətə gəldilər ki qaranlıq materiyanın digərinə təsiri adi materiyanın eyni formada göstərdiyi təsir kimidir," Alimlər bu qənaətə gəldilər ki, qaranlıq materiyanın digərində təsiri, adi materiyanın eyni formada göstərdiyi təsiri kimidir.",alimlər bu qənaətə gəldilər ki qaranlıq materiyanın digərinə təsiri adi materiyanın eyni formada göstərdiyi təsir kimidir, alimlər bu qənaətə gəldilər ki qaranlıq materiyanın digərində təsiri adi materiyanın eyni formada göstərdiyi təsiri kimidir ,0.125,
fleurs-1748,yanğın 23:35-ə qədər yanğından mühafizə bölmələri tərəfindən söndürüldü, Yağın 23-35-ə qədər yağınla mühabizə bölmələrə tərəfindən söndürüldü.,yanğın 23 35 ə qədər yanğından mühafizə bölmələri tərəfindən söndürüldü, yağın 23 35 ə qədər yağınla mühabizə bölmələrə tərəfindən söndürüldü ,0.4,
fleurs-1913,pələngin nəriltisi şirin gur səslə çıxardığı nəriltiyə bənzəmir daha çox xırıltılı və cingiltili səslənən sözlər kimi eşidilir," Pələngin nəreldisi şirink-gür səslə çıxardığı nəreldiyə bənzəmir, daha çox xırıltırı və cingiltli səslənən sözlər kimi işləlir.",pələngin nəriltisi şirin gur səslə çıxardığı nəriltiyə bənzəmir daha çox xırıltılı və cingiltili səslənən sözlər kimi eşidilir, pələngin nəreldisi şirink gür səslə çıxardığı nəreldiyə bənzəmir daha çox xırıltırı və cingiltli səslənən sözlər kimi işləlir ,0.4118,
fleurs-1802,i̇nternet həm kütləvi həm də fərdlərarası kommunikasiya elementlərini özündə birləşdirir, internet həm kütləmi həm də fərdət avaslı kommunikasi iləmətlərinin özündə birləşdirir.,i nternet həm kütləvi həm də fərdlərarası kommunikasiya elementlərini özündə birləşdirir, internet həm kütləmi həm də fərdət avaslı kommunikasi iləmətlərinin özündə birləşdirir ,0.6364,
fleurs-1725,daha əvvəllər iqtisadi baxımdan əlverişli və funksional olduğu üçün dünya miqyasında bazara çıxarılan asus eee kompüteri 2007-ci ilin taipei it ayının əsas mövzusu idi," Daha əvvəllə, iqtisadə baxamdan əlverişli və funksiyonal olduğu üçün, dünya mediyasında pazara çıxarılan ASUS E kompütürü 2007-ci ilin Type-A IT ayının əsas möğüsüsü idi.",daha əvvəllər iqtisadi baxımdan əlverişli və funksional olduğu üçün dünya miqyasında bazara çıxarılan asus eee kompüteri 2007 ci ilin taipei it ayının əsas mövzusu idi, daha əvvəllə iqtisadə baxamdan əlverişli və funksiyonal olduğu üçün dünya mediyasında pazara çıxarılan asus e kompütürü 2007 ci ilin type a it ayının əsas möğüsüsü idi ,0.44,
fleurs-1936,"perri bu axşamkı partiya iclasının nəticələrini dəyərləndirmək və bu yarışda məni irəli aparan bir yol müəyyənləşdirmək üçün texasa qayıdacam"",- dedi lakin daha sonra o rəqabətə davam edəcəyini və 21 yanvarda cənubi karolina ön seçmələrində yarışacağını bildirdi"," Perry bu aqşam ki, Partiya izlasının nəçələrini dəyərləndirmək və bu yarışda məni yerlərə paramı bir yol müəlləşdirmək üçün çıxasa qaydacam dedi. Lakin daha sonra o, rəqabətə davam edəcəyini və bir 21 janvarda Canubi Karalinə ön seçmələrində yarışacağını belirdirdi.",perri bu axşamkı partiya iclasının nəticələrini dəyərləndirmək və bu yarışda məni irəli aparan bir yol müəyyənləşdirmək üçün texasa qayıdacam dedi lakin daha sonra o rəqabətə davam edəcəyini və 21 yanvarda cənubi karolina ön seçmələrində yarışacağını bildirdi, perry bu aqşam ki partiya izlasının nəçələrini dəyərləndirmək və bu yarışda məni yerlərə paramı bir yol müəlləşdirmək üçün çıxasa qaydacam dedi lakin daha sonra o rəqabətə davam edəcəyini və bir 21 janvarda canubi karalinə ön seçmələrində yarışacağını belirdirdi ,0.4167,
fleurs-1750,bu tapıntı həm də quş lələklərinin təkamülü haqqında təsəvvür yaradır, Bu tapıntı həm də quş lələklərinin təkamülü haqqında təsəvvür yaratır.,bu tapıntı həm də quş lələklərinin təkamülü haqqında təsəvvür yaradır, bu tapıntı həm də quş lələklərinin təkamülü haqqında təsəvvür yaratır ,0.1,
fleurs-1814,elektronlarından ayrılmış protonlar hidrogen ionları hesab olunur çünki hidrogen atomları bir proton və bir elektrondan ibarətdir," Elektronlarından ayrılmış protonlar, hidragen ionları hesab olunur. Çünki hidragen atomları bir proton və bir elektrondan ibarətdir.",elektronlarından ayrılmış protonlar hidrogen ionları hesab olunur çünki hidrogen atomları bir proton və bir elektrondan ibarətdir, elektronlarından ayrılmış protonlar hidragen ionları hesab olunur çünki hidragen atomları bir proton və bir elektrondan ibarətdir ,0.125,
fleurs-1742,honkonq adası yerləşdiyi əraziyə də öz adını verib və bu ərazi turistlərin diqqətini cəlb edən əsas mərkəzdir, Hong Kong adası yerləşdi yərdə öz adını verib və bu ərazi turistlərin diqqətini cəlib edən əsas mərkəzdir.,honkonq adası yerləşdiyi əraziyə də öz adını verib və bu ərazi turistlərin diqqətini cəlb edən əsas mərkəzdir, hong kong adası yerləşdi yərdə öz adını verib və bu ərazi turistlərin diqqətini cəlib edən əsas mərkəzdir ,0.3529,
fleurs-1957,o bütün bu şayiələri siyasi boşboğazlıq və axmaqlıq adlandırdı," O, bütün bu şayələri siyasi boşboğazlıq və axmağlıq adlandırdı.",o bütün bu şayiələri siyasi boşboğazlıq və axmaqlıq adlandırdı, o bütün bu şayələri siyasi boşboğazlıq və axmağlıq adlandırdı ,0.2222,
fleurs-1966,oktyabr ayında başlayıb geniş yayılan anti-rejim etirazçılarına martelli komissiya ilə cavab verdi," Oktyabrayına başlayıb, geniş yayılan antirecim etirazçılarının martili komisiyası ilə cavab verdi.",oktyabr ayında başlayıb geniş yayılan anti rejim etirazçılarına martelli komissiya ilə cavab verdi, oktyabrayına başlayıb geniş yayılan antirecim etirazçılarının martili komisiyası ilə cavab verdi ,0.5385,
fleurs-1984,kütlənin əksəriyyətinin avtomobilə sahib olması yollarda qəza hallarının artması ilə yanaşı həm də qəzada fiziki xəsarət alanları müalicə etmək üçün səhiyyə sahəsində yeni texnologiyaların ixtira edilməsinə səbəb olar," Küstülənin əksəriyyətinin automobilə sahib olması, yollarda qəzalılarını artması ilə yanaşı həm də qəzada fiziki xəsarət alınları müəllis etmək üçün səhiyyə sayəsində yeni texnologiyaların ixtirə edilməsinə səbəb olar.",kütlənin əksəriyyətinin avtomobilə sahib olması yollarda qəza hallarının artması ilə yanaşı həm də qəzada fiziki xəsarət alanları müalicə etmək üçün səhiyyə sahəsində yeni texnologiyaların ixtira edilməsinə səbəb olar, küstülənin əksəriyyətinin automobilə sahib olması yollarda qəzalılarını artması ilə yanaşı həm də qəzada fiziki xəsarət alınları müəllis etmək üçün səhiyyə sayəsində yeni texnologiyaların ixtirə edilməsinə səbəb olar ,0.2857,
fleurs-1687,ayrılma və yenidən birləşmə hər nəsildən olan iki qrup arasında variasiyaları irəli-geri qarışdırır, Ayrılma və yeyindən birləşmə hər nəsilden olan iki qrup arasında varyasiyaları irəli geri qarışdırır.,ayrılma və yenidən birləşmə hər nəsildən olan iki qrup arasında variasiyaları irəli geri qarışdırır, ayrılma və yeyindən birləşmə hər nəsilden olan iki qrup arasında varyasiyaları irəli geri qarışdırır ,0.2143,
fleurs-1974,eyni qayda kişilərə də tətbiq olunur onlar dizlərini örtən şalvar geyinməlidirlər, Eyni qayda kişilərə də tətbiq olunur. Onlar dizilərini örtən şalvar yiyinməlidirlər.,eyni qayda kişilərə də tətbiq olunur onlar dizlərini örtən şalvar geyinməlidirlər, eyni qayda kişilərə də tətbiq olunur onlar dizilərini örtən şalvar yiyinməlidirlər ,0.1818,
fleurs-1919,şəhər eyni zamanda afrikadakı dağ qorillasını müşahidə etməyin ən ucuz yollarından biri olan nyiragongo vulkanik dağına dırmanmaq üçün əsas yer hesab olunur," Şəhər eyni zamanda Afrikada ki dağ qorilasını müşahidə etməyin, ən ucuz yollarından biri olan Nyeragongo vulkanik dağına dırmamak üçün əsas yerə hesab olunur.",şəhər eyni zamanda afrikadakı dağ qorillasını müşahidə etməyin ən ucuz yollarından biri olan nyiragongo vulkanik dağına dırmanmaq üçün əsas yer hesab olunur, şəhər eyni zamanda afrikada ki dağ qorilasını müşahidə etməyin ən ucuz yollarından biri olan nyeragongo vulkanik dağına dırmamak üçün əsas yerə hesab olunur ,0.2727,
fleurs-1863,i̇lahilik yoqası tibet meditasiyasının mərkəzində dayanır. enerji kanallarının təmizlənməsi və çakraların aktivləşdirilməsi üçün çeşidli səmavi varlıqların təsvirləri göstərilir və aydınlanma şüuru oyanır, İlahilik yoxası tibet meditasiya sın mərkəzində dayanır. Eneji kanalların dəmizlənməsi və çakralanı aktivləşdirilməsi üçün çəşitli səmanı vağlılqların təsvilləri göstərilir və aydınlanma şüuru oyanır.,i lahilik yoqası tibet meditasiyasının mərkəzində dayanır enerji kanallarının təmizlənməsi və çakraların aktivləşdirilməsi üçün çeşidli səmavi varlıqların təsvirləri göstərilir və aydınlanma şüuru oyanır, i lahilik yoxası tibet meditasiya sın mərkəzində dayanır eneji kanalların dəmizlənməsi və çakralanı aktivləşdirilməsi üçün çəşitli səmanı vağlılqların təsvilləri göstərilir və aydınlanma şüuru oyanır ,0.4783,
fleurs-1966,oktyabr ayında başlayıb geniş yayılan anti-rejim etirazçılarına martelli komissiya ilə cavab verdi, Oktiyabr ayına başlayıb geniş yayılan antirecim eytirazçılarına martilli komisiyan ilə cavab verdi.,oktyabr ayında başlayıb geniş yayılan anti rejim etirazçılarına martelli komissiya ilə cavab verdi, oktiyabr ayına başlayıb geniş yayılan antirecim eytirazçılarına martilli komisiyan ilə cavab verdi ,0.5385,
fleurs-1978,bu oyun sprinqboks komandasının beş oyunluq məğlubiyyət dövrünü sonlandırdı, Bu oyun Springboks komandasının 5 oyunluq məğlubiyyət dövrünü sonlandırdı.,bu oyun sprinqboks komandasının beş oyunluq məğlubiyyət dövrünü sonlandırdı, bu oyun springboks komandasının 5 oyunluq məğlubiyyət dövrünü sonlandırdı ,0.2222,
fleurs-1803,əllərinizin nəm olması xarici qatlara təsir göstərəcək bu isə əlinizdə qıdıqlanma hissi yarada və bir növ qabıq əmələ gətirə bilər," Elərinizin nəm olması xarici qatlara təsir göstərəcək, bu isə əlinizdə qıdıqlanma hissiyyə qədər və bir növ qabıq əmələ gətirə bilər.",əllərinizin nəm olması xarici qatlara təsir göstərəcək bu isə əlinizdə qıdıqlanma hissi yarada və bir növ qabıq əmələ gətirə bilər, elərinizin nəm olması xarici qatlara təsir göstərəcək bu isə əlinizdə qıdıqlanma hissiyyə qədər və bir növ qabıq əmələ gətirə bilər ,0.15,
